"user","longitude","latitude","hour_taken","day_taken","month_taken","year_taken","First*(id)","Unique concatenate(hashtags)","Unique concatenate(legend)","First*(minutes_taken)","First*(hour_uploaded)","First*(day_uploaded)","First*(month_uploaded)","First*(year_uploaded)","First*(url)","longitude_normalized"
"25821448@N04",4.9012,45.723,23,21,6,2008,2.598056859E9,"dog,chien,perro,hund,chiot,balade,berger,lapinporokoira,parilly,laponie,lapskvallhund,finnois,lapponianherder,bergerfinnoisdelaponie","?",15,21,21,6,2008,"http://farm4.staticflickr.com/3243/2598056859_5d5618b364_t.jpg",7.0038
"25821448@N04",4.9019,45.717,18,13,9,2008,2.873269868E9,"dog,chien,perro,hund,balade,lapinporokoira,parcdeparilly,lapskvallhund,lapponianherder,bergerfinnoisdelaponie","Lupin philosophe, en &quot;sage&quot; poro qui sait que cest pour son bien.",14,17,20,9,2008,"http://farm4.staticflickr.com/3294/2873269868_ddf099a19d_t.jpg",7.0048
"25866461@N04",4.8275,45.776,20,17,11,2010,5.185352882E9,"?","?",21,19,17,11,2010,"http://farm5.staticflickr.com/4113/5185352882_3d63fb0675_t.jpg",6.8985
"25866886@N06",4.8335,45.768,1,18,12,2005,3.021816209E9,"horses,urban,sculpture,france,film,fountain,caballos,place,minolta,lyon,fuente,frança,escultura,font,urbana,pelicula,urbano,dynax,135,francia,urba,cavalls,terreaux,esculptura,7000i,jordibrio","Al galop / Al galope / To the gallop - Place des Terreaux - Lyon (Rhône - Rhône-Alpes - France) ??/08/1989

Escanejada de negatiu 135 - Foto presa lagost de 1989 / Escaneada de negativo 135 - Foto tomada en agosto de 1989 / Scanned from 135 negative film - Photo taken in august 1989",28,16,11,11,2008,"http://farm4.staticflickr.com/3189/3021816209_b2c18afecf_t.jpg",6.9071
"25866886@N06",4.8469,45.778,21,19,11,2008,3.044450574E9,"park,parque,lake,france,tree,water,canon,landscape,arbol,lago,agua,lyon,ducks,frança,paisaje,powershot,francia,arbre,parc,tone,hdr,aigua,s70,patos,mapped,llac,paisatge,tetedor,rhonealpes,tonemapped,anecs,hdrsingleraw,mywinners,rubyphotographer,jordibrio","Parc de la Tête dOr - Lyon (Rhône - Rhône-Alpes - France) 13/07/2007",49,20,19,11,2008,"http://farm4.staticflickr.com/3248/3044450574_4b64002947_t.jpg",6.9262
"25886083@N08",4.8359,45.767,0,6,12,2009,5.301645523E9,"art,apple,design,lyon,mickeymouse,nuit,2009,eclairage,spectacle,vidéo,fêtedeslumières,graphisme,miseenscène,sonetlumières,brunovitasse,iphone3gs,chupacabraart","RTICIPEZ A LA LUTTE
NTRE...
MICKEY!",14,2,29,12,2010,"http://farm6.staticflickr.com/5204/5301645523_ca84ccb8c7_t.jpg",6.9105
"25907570@N03",4.8249,45.73,18,9,4,2008,2.435041934E9,"rainbow,lyon,double,panasonic,ens,paysage,arcenciel,fz18","?",25,20,22,4,2008,"http://farm4.staticflickr.com/3140/2435041934_9560737b9d_t.jpg",6.8948
"25922098@N02",4.8266,45.761,12,21,2,2010,4.801944431E9,"bw,simon,lyon,lisa,nb, bw,saint,jean,lyon,nb,delph,irène","Lisa &amp; Simon sur la place Saint-Jean.
Lyon, le 21 février 2010., Delph &amp; Irène sur la place Saint-Jean.
Lyon, le 21 février 2010.",49,18,17,7,2010,"http://farm5.staticflickr.com/4137/4801944431_6048cc8b18_t.jpg",6.8972
"25922098@N02",4.8285,45.769,8,2,8,2011,6.148214636E9,"simon,nb,esther,poings, simon,nb,oeil,esther","Lyon, le 2 aou?t 2011",52,20,14,9,2011,"http://farm7.staticflickr.com/6181/6148214636_654b1cdf59_t.jpg",6.8999
"25922098@N02",4.8285,45.769,8,6,8,2011,6.147665449E9,"nb,esther,lit,delph,sommeil","Lyon, le 6 aou?t 2011",25,20,14,9,2011,"http://farm7.staticflickr.com/6172/6147665449_2e69fb4959_t.jpg",6.8999
"25922098@N02",4.8285,45.769,8,17,2,2012,7.136722255E9,"portrait,esther,bonnet,ruban","Lyon, le 17 fe?vrier 2012",46,20,2,5,2012,"http://farm9.staticflickr.com/8024/7136722255_a8f76024ab_t.jpg",6.8999
"25922098@N02",4.8285,45.769,9,11,7,2011,5.931915442E9,"esther,lit,delph,sommeil","Lyon, le 11 juillet 2011.",52,22,12,7,2011,"http://farm7.staticflickr.com/6133/5931915442_cb859c2ff4_t.jpg",6.8999
"25922098@N02",4.8285,45.769,12,9,7,2011,5.931356591E9,"simon,yeux,esther,regard,caresse, simon,yeux,esther,regard","Lyon, le 9 juillet 2011.",59,22,12,7,2011,"http://farm7.staticflickr.com/6124/5931356591_77f5aa67af_t.jpg",6.8999
"25922098@N02",4.8285,45.769,13,30,7,2011,6.141387981E9,"portrait,nb,esther,bonnet","Lyon, le 30 juillet 2011",14,21,12,9,2011,"http://farm7.staticflickr.com/6069/6141387981_5597cb0c9f_t.jpg",6.8999
"25922098@N02",4.8285,45.769,15,20,5,2013,1.0494966323E10,"simon,esther,lit,rires,jeu,iphone","Lyon, le 20 mai 2013",44,15,26,10,2013,"http://farm8.staticflickr.com/7328/10494966323_a82daa5085_t.jpg",6.8999
"25922098@N02",4.8285,45.769,16,3,12,2011,6.607695857E9,"laura,verre,de?jeuner","Lyon, le 3 de?cembre 2011",13,17,31,12,2011,"http://farm8.staticflickr.com/7017/6607695857_4864dd30f5_t.jpg",6.8999
"25922098@N02",4.8285,45.769,16,17,3,2013,8.683707368E9,"portrait,chat,esther,lit,delph,blum,rire","Lyon, le 17 mars 2013",51,13,26,4,2013,"http://farm9.staticflickr.com/8542/8683707368_993ff1ba5d_t.jpg",6.8999
"25922098@N02",4.8285,45.769,16,26,2,2012,6.990642178E9,"portrait,nb,yeux,esther, portrait,nb,surprise,esther","Lyon, le 26 fe?vrier 2012",51,20,2,5,2012,"http://farm8.staticflickr.com/7226/6990642178_0027a4c21e_t.jpg",6.8999
"25922098@N02",4.8285,45.769,18,15,5,2012,7.85086403E9,"rose,yeux,esther,chaussures, doigt,esther,regard, rose,esther,regard","Lyon, le 15 mai 2012",9,13,24,8,2012,"http://farm9.staticflickr.com/8287/7850864030_6a5c1ef4a9_t.jpg",6.8999
"25922098@N02",4.8285,45.769,18,29,1,2012,6.817455577E9,"portrait,emma,esther","Lyon, le 29 janvier 2012",25,16,4,2,2012,"http://farm8.staticflickr.com/7006/6817455577_0784be2b55_t.jpg",6.8999
"25922098@N02",4.8285,45.769,19,7,11,2009,4.330827342E9,"simon,emile","Pre?paration de jus pour les trois ans dEmile.
Lyon, le 7 novembre 2009.",40,18,4,2,2010,"http://farm5.staticflickr.com/4050/4330827342_7cdc830a8e_t.jpg",6.8999
"25922098@N02",4.8285,45.769,19,8,2,2012,6.990634368E9,"portrait,simon,nb,esther,pieds, portrait,simon,nb,esther, portrait,nb,esther,delph,baiser","Lyon, le 8 fe?vrier 2012",35,20,2,5,2012,"http://farm8.staticflickr.com/7102/6990634368_0656baab84_t.jpg",6.8999
"25922098@N02",4.8285,45.769,19,21,9,2012,8.353397677E9,"simon,cuisine,esther,glaces","Lyon, le 21 septembre 2012",39,16,6,1,2013,"http://farm9.staticflickr.com/8230/8353397677_13e439a873_t.jpg",6.8999
"25922098@N02",4.8285,45.769,21,9,2,2011,5.432183864E9,"simon,rouge,peinture,bleu,blanc","&quot;La baleine dans les vagues&quot;.
Peinture de Simon, le 9 fe?vrier 2011.",47,22,9,2,2011,"http://farm5.staticflickr.com/4149/5432183864_081e5c46b8_t.jpg",6.8999
"25922098@N02",4.8285,45.769,22,6,11,2009,4.330822118E9,"simon,delph, simon,tristan","Lyon, le 6 novembre 2009.",14,18,4,2,2010,"http://farm5.staticflickr.com/4037/4330822118_368356dfbb_t.jpg",6.8999
"25922098@N02",4.8286,45.769,12,24,9,2008,3.128004922E9,"simon,lyon,bureau","Lyon, le 24 septembre 2008.",55,10,22,12,2008,"http://farm4.staticflickr.com/3287/3128004922_c75e94a880_t.jpg",6.9001
"25922098@N02",4.8286,45.769,18,20,11,2008,3.047904304E9,"portrait,simon,mercedes,noir,voiture,300sl","Lyon, le 20 novembre 2008",51,9,21,11,2008,"http://farm4.staticflickr.com/3143/3047904304_529fa2eae4_t.jpg",6.9001
"25922098@N02",4.8286,45.769,20,6,5,2009,3.777436181E9,"simon,matilde,dîner","Lyon, 6 mai 2009",19,15,1,8,2009,"http://farm4.staticflickr.com/3543/3777436181_65f82b9776_t.jpg",6.9001
"25922098@N02",4.8289,45.769,10,11,4,2009,3.590477948E9,"bw,simon,lyon,nb,pavés,sergent,blandan","Rue du Sergent Blandan, Lyon.
Le 11 avril 2009",27,21,2,6,2009,"http://farm4.staticflickr.com/3298/3590477948_01bb997d04_t.jpg",6.9005
"25922098@N02",4.8291,45.769,20,19,9,2009,4.231779568E9,"laura,lyon,inauguration,librairie,jermer,judicaël,coquillettes,tirandaz, lyon,inauguration,librairie,coquillettes","Librairie Coquillettes, Lyon, le 19 septembre 2009.",19,17,31,12,2009,"http://farm3.staticflickr.com/2685/4231779568_df215426f4_t.jpg",6.9008
"25922098@N02",4.8296,45.769,12,12,7,2011,5.931361435E9,"simon,journal,esther,delph,cafe?","Lyon, le 12 juillet 2011.",31,22,12,7,2011,"http://farm7.staticflickr.com/6008/5931361435_28274c13fa_t.jpg",6.9015
"25922098@N02",4.8296,45.769,19,15,2,2009,3.414311507E9,"simon,jb,irene,delph","Lyon, le 15 février 2009.",59,16,5,4,2009,"http://farm4.staticflickr.com/3398/3414311507_74a0ca1e10_t.jpg",6.9015
"25922098@N02",4.8296,45.769,21,26,1,2009,3.414105499E9,"portrait,simon,yeux,pyjama,rire,malice","Lyon, le 26 janvier 2009",16,15,5,4,2009,"http://farm4.staticflickr.com/3363/3414105499_0d8a112af7_t.jpg",6.9015
"25922098@N02",4.8297,45.767,13,16,1,2011,5.461855613E9,"simon,lyon,silhouettes,pont,delph,feuille?e","Lyon, le 16 janvier 2011.",14,19,20,2,2011,"http://farm6.staticflickr.com/5133/5461855613_31881a3978_t.jpg",6.9016
"25922098@N02",4.83,45.762,11,25,10,2008,3.127343663E9,"simon,lisa,bruno","Lyon, le 25 octobre 2008",39,12,22,12,2008,"http://farm4.staticflickr.com/3231/3127343663_f8d4bbdd35_t.jpg",6.9021
"25922098@N02",4.83,45.767,8,8,2,2012,6.990632716E9,"lyon,hiver,froid,glace,sao?ne","Lyon, le 8 fe?vrier 2012",58,20,2,5,2012,"http://farm9.staticflickr.com/8020/6990632716_b021afb537_t.jpg",6.9021
"25922098@N02",4.8303,45.769,12,26,1,2013,8.680057035E9,"portrait,laura,simon,statue,marie,place,lyon,thomas,damien,be,isabelle,deborah,esther,jb,mariage,groupe,delph,sathonay,blandan,oce?a","Lyon, le 26 janvier 2013",34,14,25,4,2013,"http://farm9.staticflickr.com/8113/8680057035_751c4f8174_t.jpg",6.9025
"25922098@N02",4.8314,45.764,17,12,5,2013,1.0502964504E10,"portrait,jaune,esther,jeux,vision:people=099,vision:face=099","Quais de Sao?ne, Lyon, le 12 mai 2013",30,0,27,10,2013,"http://farm4.staticflickr.com/3833/10502964504_5c868a669c_t.jpg",6.9041
"25922098@N02",4.8319,45.769,16,25,5,2013,1.0494743386E10,"newyork,bangkok,tunis,delph,panneaux,moscou,rioejaneiro,vision:people=099,vision:face=099","Lyon, le 25 mai 2013",34,15,26,10,2013,"http://farm4.staticflickr.com/3768/10494743386_26a993520c_t.jpg",6.9048
"25922098@N02",4.8336,45.767,10,11,7,2011,5.931359977E9,"simon,pain,arts,casquette,chocolat,beaux,muse?e","Lyon, le 11 juillet 2011.",50,22,12,7,2011,"http://farm7.staticflickr.com/6128/5931359977_87d16d69aa_t.jpg",6.9072
"25922098@N02",4.8356,45.773,17,5,12,2010,5.27467754E9,"simon,lyon,foulards","Chez Emma, Lyon, le 5 décembre 2010.",11,17,19,12,2010,"http://farm6.staticflickr.com/5201/5274677540_02c48d8fc9_t.jpg",6.9101
"25922098@N02",4.8369,45.77,20,6,12,2008,3.128640916E9,"lyon,petits,escalier,rousse,croix,feuillants","Rue des Petits-Feuillants.
Lyon, le 6 décembre 2008.",21,16,22,12,2008,"http://farm4.staticflickr.com/3219/3128640916_4220d55663_t.jpg",6.9119
"25922098@N02",4.8409,45.768,18,26,10,2008,3.128202266E9,"simon,lisa,bruno,delph,irène","Lyon, le 26 octobre 2008",39,12,22,12,2008,"http://farm4.staticflickr.com/3269/3128202266_35766c2b3d_t.jpg",6.9176
"25922098@N02",4.8487,45.779,15,2,10,2011,6.293751831E9,"simon,lac,casquette,rame,barque","Parc de la Te?te dOr, Lyon, le 2 octobre 2011",0,8,30,10,2011,"http://farm7.staticflickr.com/6105/6293751831_4d97d47482_t.jpg",6.9288
"25927171@N08",4.8215,45.762,7,10,11,2008,3.177070878E9,"blue,sky,orange,david,france,sunrise,canon,de,soleil,tour,lyon,ciel,credit,tang,lever,bleue,fourviere,aube,lyonnais,fourvièrelyonfranceautomne","&quot;Attention, écoutez : laube est une oeuvre.&quot; Jorge Guillen",44,14,7,1,2009,"http://farm4.staticflickr.com/3455/3177070878_55b0874037_t.jpg",6.8899
"25927171@N08",4.8236,45.762,9,10,11,2008,3.028796233E9,"autumn,orange,david,france,jaune,automne,canon,way,leaf,lyon,bleu,pente,chemin,tang,feuille,fourviere,saison,descente,vosplusbellesphotos,tangdavidphoto,fourvièrelyonfranceautomne","&quot;Lautomne raconte à la terre les feuilles quelle a prêtées à lété.&quot; Georg Christoph Lichtenberg
Descente de Fourvière",10,10,14,11,2008,"http://farm4.staticflickr.com/3170/3028796233_43a4174a99_t.jpg",6.8929
"25927171@N08",4.8273,45.752,15,29,4,2009,3.502544948E9,"road,street,madame,people,bw,white,david,black,france,car,bike,canon,photography,350d,noir,lyon,adolescente,candid,femme,mother,streetphotography,voiture,nb,route,maman,dame,ado,rue,bicyclette,enfant,fille,blanc,velo,personne,tang,gens,jeune,mère,carnot,placecarnot,photoderue,ados, road,street,madame,people,bw,white,david,black,france,bike,canon,photography,350d,noir,lyon,adolescente,candid,femme,mother,streetphotography,nb,route,maman,dame,ado,rue,bicyclette,enfant,fille,blanc,velo,personne,tang,gens,jeune,mère,carnot,placecarnot,photoderue,ados","2/2, 1/2",39,22,4,5,2009,"http://farm4.staticflickr.com/3649/3502544948_4a60a39970_t.jpg",6.8982
"25927171@N08",4.8275,45.765,19,3,12,2009,4.161921933E9,"street,city,light,shadow,urban,white,david,black,france,silhouette,cat,evening,chat,europe,noir,lyon,pavement,lumière,ombre,ruelle,soir,rue,nuit,blanc,ville,tang,nigh,urbain,pavé,vieuxlyon,loge,lyonbynight,ruedelaloge","France, Lyon, Rue de la Loge

<a href=http://www.viewonblack.com/flickr/4161921933/d/w rel=
ofollow>View on white</a>",42,9,6,12,2009,"http://farm3.staticflickr.com/2703/4161921933_8700b30c0d_t.jpg",6.8985
"25927171@N08",4.8279,45.751,15,29,4,2009,3.854900207E9,"park,city,woman,dog,chien,white,man,black,france,blanco,grass,bench,women,noir,place,lyon,pavement,femme,negro,doberman,fatigue,perrache,parc,blanc,mal,ville,banc,homme,herbe,charité,crâne,pavé,desespoir,dépit","?",45,9,25,8,2009,"http://farm3.staticflickr.com/2608/3854900207_dec359f9fa_t.jpg",6.8991
"25927171@N08",4.8282,45.763,22,10,9,2009,3.910191851E9,"street,white,david,black,france,night,dinner,canon,table,photography,350d,restaurant,photo,couple,noir,lyon,duo,streetphotography,diner,lovers,eat,manger,lover,facetoface,soir,rue,nuit,blanc,resto,vieux,tang,amoureux,repas,têteàtête,vieuxlyon,photoderue,restau,dîner,aux24colonnes","Dans une ruelle très sombre on pouvait voir un halo de lumière qui éclairait un couple en pleine confidence. Cétait les deux seuls clients de ce restaurant.",13,22,11,9,2009,"http://farm3.staticflickr.com/2487/3910191851_87ac9012c1_t.jpg",6.8995
"25927171@N08",4.8286,45.762,22,10,9,2009,3.933635143E9,"street,ladies,girls,france,girl,lady,night,fire,photography,lyon,palaisdejustice,adolescente,young,streetphotography,teenager,soirée,passage,soir,ado,rue,nuit,fille,filles,feu,younger,joven,mademoiselle,feux,jeune,tricolore,photoderue,ados,piéton,piétonne,passagepiéton,stphotographia","?",3,14,19,9,2009,"http://farm3.staticflickr.com/2505/3933635143_2cd89faa4e_t.jpg",6.9001
"25927171@N08",4.8327,45.757,19,6,5,2012,7.163371584E9,"6,white,black,rouge,election,couple,noir,place,lyon,femme,president,mai,amour,foule,vote,monde,six,blanc,manifestation,homme,cri,2012,reportage,victoire,bellecour,hollande,presidentielle,joir,attroupement","France, Lyon, Place Bellecour",52,7,9,5,2012,"http://farm6.staticflickr.com/5461/7163371584_dd24131b37_t.jpg",6.9059
"25927171@N08",4.8344,45.758,18,16,2,2009,3.298169187E9,"street,bw,white,david,black,france,canon,mom,photography,350d,kiss,noir,child,lyon,mother,streetphotography,nb,maman,rue,mere,blanc,tang,garçon,fils,bellecour,gauffre,photoderue,bisous,chantage,affectif,tangdavid","?",13,0,22,2,2009,"http://farm4.staticflickr.com/3660/3298169187_fc882e6403_t.jpg",6.9084
"25927171@N08",4.8361,45.752,20,2,7,2008,2.986527764E9,"street,bw,david,france,canon,photography,lyon,streetphotography,nb,berge,rue,fille,representation,tang,guitare,artiste,rhone,spectacle,garcon,photoderue,bergesdurhone","Sur les berges du Rhône",39,9,30,10,2008,"http://farm4.staticflickr.com/3224/2986527764_7f52966cdb_t.jpg",6.9108
"25927171@N08",4.8362,45.756,16,4,2,2009,3.28314581E9,"street,man,france,photography,solitude,loneliness,lyon,streetphotography,abandon,lonely,rue,abandonment,marche,homme,poubelle,charité,fleuve,rhone,bellecour,photoderue,recroquevillé,bustbin","&quot;Quand on sabandonne, on ne souffre pas. Quand on sabandonne même à la tristesse, on ne souffre plus.&quot; Antoine de Saint-Exupéry",22,23,15,2,2009,"http://farm4.staticflickr.com/3597/3283145810_b8e4eb08b3_t.jpg",6.9109
"25927171@N08",4.8392,45.756,17,27,3,2007,2.452372732E9,"street,david,france,canon,photography,350d,couple,lyon,streetphotography,rue,tang,amoureux,photoderue,guillotière,sauvette,bergesdurhone,tangdavid,tangdavidphoto","Sur les berges du Rhône",14,15,29,4,2008,"http://farm3.staticflickr.com/2148/2452372732_225a9d01de_t.jpg",6.9152
"25927171@N08",4.8392,45.756,19,16,4,2007,2.518937865E9,"street,bw,david,canon,photography,350d,soleil,couple,lyon,streetphotography,nb,rue,tang,photoderue,bergesdurhône,sauvette,tangdavid,tangdavidphoto","Face au soleil, les pieds dans leau, regardons vers lavenir...",16,22,24,5,2008,"http://farm4.staticflickr.com/3028/2518937865_d97fe55796_t.jpg",6.9152
"25927171@N08",4.8394,45.756,16,24,9,2007,3.009356427E9,"street,man,david,france,water,sport,dead,photography,noir,lyon,mort,capa,streetphotography,nb,berge,skate,rue,dormir,blanc,escalier,ville,tang,homme,allongé,fleuve,urbain,rhone,gradin,photoderue,estrade,skateur,bergelyon","&quot;Si la peur de la mort arrêtait les hommes, vous nauriez ni grands soldats, ni grands sportifs.&quot; Robert Badinter",48,8,7,11,2008,"http://farm4.staticflickr.com/3168/3009356427_a83d1cbb18_t.jpg",6.9155
"25927171@N08",4.8394,45.756,17,5,3,2007,2.616130964E9,"street,david,france,canon,photography,350d,soleil,lyon,candid,streetphotography,worker,été,rue,tang,gens,berges,chantier,rhone,échafaudage,ouvrier,photoderue,travailleur,bergesdurhone,tangdavid,tangdavidphoto","Berges du rhône en construction",43,14,27,6,2008,"http://farm4.staticflickr.com/3172/2616130964_2ce7e78700_t.jpg",6.9155
"25927171@N08",4.8404,45.756,19,9,5,2007,2.557420543E9,"street,david,france,canon,children,photography,350d,couple,lyon,streetphotography,danse,fete,enfants,rue,tang,berges,rhones,photoderue,guillotiere,tangdavid,bergesdurhones,enfantsquidanse,tangdavidphoto, street,david,france,girl,canon,photography,350d,child,lyon,streetphotography,fete,noise,rue,enfant,fille,tambour,tang,berges,bruit,rhones,photoderue,guillotiere,tangdavid,tangdavidphoto","?",29,9,7,6,2008,"http://farm4.staticflickr.com/3170/2557420543_d20cbdc3f5_t.jpg",6.9169
"25927171@N08",4.8415,45.761,15,19,2,2009,3.788365682E9,"park,street,game,france,boys,garden,children,photography,foot,football,child,lyon,soccer,ballon,balloon,streetphotography,jardin,police,cop,rue,enfant,parc,flic,policia,manifestation,jeu,policemen,jeune,policier,jeux,photoderue,keuf,gamins","?",5,8,4,8,2009,"http://farm4.staticflickr.com/3423/3788365682_3286508842_t.jpg",6.9185
"25927171@N08",4.847,45.762,12,10,2,2009,3.297191034E9,"street,blue,windows,roof,sky,orange,david,france,reflection,building,glass,canon,square,350d,mirror,photo,lyon,bleu,puzzle,reflet,ciel,miroir,toit,antenne,tang,fenetre,immeuble,carré,vitre,bonnel,vitrée","&quot;Le bonheur est un grand puzzle dont nous possédons déjà toutes les pièces...&quot; Christophe Chenebault",56,8,21,2,2009,"http://farm4.staticflickr.com/3357/3297191034_b5b00c748c_t.jpg",6.9264
"25927171@N08",4.851,45.756,19,29,4,2012,7.218138358E9,"woman,france,girl,animal,mobile,cat,portable,chat,lyon,telephone,femme,meeting,fille,meet,rencontre,cellulaire,felin","France, Lyon",51,22,17,5,2012,"http://farm9.staticflickr.com/8153/7218138358_1955832dee_t.jpg",6.9321
"25927171@N08",4.8703,45.78,11,17,10,2007,2.530907902E9,"portrait,bw,man,david,france,canon,350d,glasses,student,lyon,nb,tang,tangdavid,tangdavidphoto","?",55,9,28,5,2008,"http://farm3.staticflickr.com/2132/2530907902_da5394974e_t.jpg",6.9597
"25927171@N08",5.0267,45.826,11,25,7,2008,3.256232299E9,"sky,cloud,david,france,canon,350d,lyon,ciel,nuage,tang,poteaux,pylone,electrique,electricité,fraisochamp","?",5,0,6,2,2009,"http://farm4.staticflickr.com/3323/3256232299_bc6f7321ce_t.jpg",7.1832
"25928828@N06",4.8338,45.768,14,10,9,2008,2.859876503E9,"france,lyon","?",59,19,15,9,2008,"http://farm3.staticflickr.com/2188/2859876503_f487a8cea2_t.jpg",6.9075
"25952526@N04",4.8387,45.757,17,11,9,2007,2.448067643E9,"lyon,paisaje,francia","Montaje panorámico que hice con la coolpixP2, sobre uno de los Puentes de Lyon. Aunque suene raro, es casi que mi primera panorámica, en la que uso trípode.",48,10,28,4,2008,"http://farm3.staticflickr.com/2122/2448067643_0a36dbb24e_t.jpg",6.9145
"26036481@N04",4.8224,45.763,19,2,8,2010,4.855301005E9,"travel,bw,france,film,50mm,leicam3,summicroncollapsible","Leica M3
Summicron 2/50 Collapsible
Tri-X",45,3,3,8,2010,"http://farm5.staticflickr.com/4079/4855301005_ef0aac87c3_t.jpg",6.8912
